DATAFLOW,LAST UPDATE,freq,unit,sex,age,icd10,resid,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU27_2020,2014,76878,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU27_2020,2015,90584,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU27_2020,2016,92992,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU27_2020,2017,102489,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU27_2020,2018,108965,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU27_2020,2019,110494,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU27_2020,2020,109217,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU27_2020,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU28,2011,83083,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU28,2012,95628,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU28,2013,103185,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU28,2014,106960,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU28,2015,125369,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU28,2016,127604,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU28,2017,138317,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU28,2018,144393,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU28,2019,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU28,2020,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,EU28,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FI,2011,1257,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FI,2012,1388,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FI,2013,1298,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FI,2014,1320,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FI,2015,1379,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FI,2016,1358,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FI,2017,1301,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FI,2018,1438,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FI,2019,1362,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FI,2020,1495,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FI,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FR,2011,9044,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FR,2012,10522,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FR,2013,10920,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FR,2014,11155,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FR,2015,12693,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FR,2016,13165,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FR,2017,13171,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FR,2018,14014,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FR,2019,13987,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FR,2020,12652,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FR,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2011,8968,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2012,10441,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2013,10844,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2014,11042,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2015,12607,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2016,13035,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2017,13035,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2018,13887,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2019,13802,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2020,12500,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,FX,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HR,2011,274,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HR,2012,337,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HR,2013,301,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HR,2014,363,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HR,2015,454,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HR,2016,363,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HR,2017,474,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HR,2018,481,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HR,2019,460,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HR,2020,440,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HR,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HU,2011,1429,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HU,2012,1654,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HU,2013,1726,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HU,2014,1733,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HU,2015,2027,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HU,2016,1881,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HU,2017,2215,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HU,2018,2267,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HU,2019,2646,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HU,2020,2513,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,HU,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IE,2011,503,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IE,2012,597,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IE,2013,800,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IE,2014,852,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IE,2015,970,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IE,2016,1034,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IE,2017,1125,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IE,2018,1161,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IE,2019,1185,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IE,2020,1040,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IE,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IS,2011,33,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IS,2012,27,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IS,2013,37,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IS,2014,43,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IS,2015,42,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IS,2016,34,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IS,2017,41,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IS,2018,48,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IS,2019,51,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IS,2020,59,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IS,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IT,2011,9975,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IT,2012,10958,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IT,2013,10930,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IT,2014,10925,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IT,2015,13541,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IT,2016,13589,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IT,2017,15529,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IT,2018,15526,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IT,2019,16432,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IT,2020,16998,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,IT,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LI,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LI,2012,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LI,2013,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LI,2014,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LI,2015,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LI,2016,1,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LI,2017,1,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LI,2018,3,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LI,2019,1,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LI,2020,11,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LI,2021,10,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LT,2011,25,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LT,2012,38,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LT,2013,54,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LT,2014,50,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LT,2015,57,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LT,2016,89,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LT,2017,179,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LT,2018,177,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LT,2019,184,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LT,2020,232,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LT,2021,289,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LU,2011,55,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LU,2012,97,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LU,2013,110,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LU,2014,89,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LU,2015,116,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LU,2016,122,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LU,2017,128,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LU,2018,141,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LU,2019,152,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LU,2020,171,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LU,2021,166,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LV,2011,92,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LV,2012,93,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LV,2013,134,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LV,2014,129,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LV,2015,158,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LV,2016,230,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LV,2017,273,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LV,2018,317,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LV,2019,326,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LV,2020,374,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,LV,2021,365,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,MT,2011,79,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,MT,2012,52,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,MT,2013,83,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,MT,2014,89,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,MT,2015,95,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,MT,2016,100,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,MT,2017,125,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,MT,2018,160,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,MT,2019,152,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,MT,2020,214,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,MT,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NL,2011,5138,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NL,2012,5811,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NL,2013,6611,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NL,2014,6408,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NL,2015,7069,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NL,2016,7312,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NL,2017,7703,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NL,2018,7935,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NL,2019,7599,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NL,2020,6823,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NL,2021,6924,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NO,2011,1202,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NO,2012,1386,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NO,2013,1381,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NO,2014,1475,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NO,2015,1680,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NO,2016,1717,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NO,2017,1867,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NO,2018,2001,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NO,2019,1964,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NO,2020,1910,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,NO,2021,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,PL,2011,46,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,PL,2012,62,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,PL,2013,112,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,PL,2014,98,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,PL,2015,140,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,PL,2016,291,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,PL,2017,424,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,PL,2018,371,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,PL,2019,275,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,PL,2020,263,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,PL,2021,946,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,PT,2011,,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y_GE65,F01_F03,TOT_IN,PT,2012,2,
